complaint_id,event_id,student_key,complaint_text,category,template_group,evaluation_fold,campus,zone,facility,facility_type,floor,room,latitude,longitude,day_name,hour,observed_at,impact_rating,severity,occupancy_pct,humidity_pct,recurring,status,resolution_hours,has_image,is_seeded_anomaly,source_system,complaint_clean,full_date,time_band,occupancy_band,humidity_band,impact_normalized,occupancy_standardized,humidity_standardized,service_sessions,report_conversions,mean_dwell_seconds
CL-10434,EV-202509-0086,ANON-0296,"please investigate because the ceiling fans are not operating in H4 Corridor 2; the electrical supply needs inspection, near the main entrance to the space at 18:49 case 434",Electrical,Electrical:0,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Tuesday,18,2025-09-09T13:19:00+00:00,1,Critical,80,30,0,Open,6.22,0,0,kiosk,please investigate because the ceiling fans are not operating in h4 corridor 2 the electrical supply needs inspection near the main entrance to the space at 18:49 case 434,2025-09-09,4-7,High,Low,0.0,0.86404,-1.82775,0.0,0.0,0.0
CL-12094,EV-202601-0418,ANON-0532,"please investigate because the projector loses its input after a few minutes in G2; the physical infrastructure needs attention, and it interrupts scheduled teaching at 11:01 case 2094",Infrastructure,Infrastructure:0,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Sunday,11,2026-01-25T05:31:00+00:00,2,High,76,65,0,Resolved,8.43,0,0,mobile,please investigate because the projector loses its input after a few minutes in g2 the physical infrastructure needs attention and it interrupts scheduled teaching at 11:01 case 2094,2026-01-25,10-12,High,Medium,0.25,0.65898,0.63162,4.0,1.0,62.5
CL-10837,EV-202510-0167,ANON-0218,"during the latest session the workstation cannot boot for the practical in CR202; while the area is moderately occupied, and it interrupts scheduled teaching at 8:50 case 837",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR202,28.6297,77.3729,Monday,8,2025-10-13T03:20:00+00:00,2,High,82,53,1,Open,6.87,0,0,mobile,during the latest session the workstation cannot boot for the practical in cr202 while the area is moderately occupied and it interrupts scheduled teaching at 8:50 case 837,2025-10-13,8-10,High,Medium,0.25,0.96658,-0.21159,1.0,0.0,68.0
CL-10210,EV-202508-0042,ANON-0040,"staff were informed that online resources time out during the session in CL22-B; during a regular teaching period, and staff assistance has been requested at 15:45 case 210",Network,Network:5,0,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-B,28.62986,77.37266,Thursday,15,2025-08-21T10:15:00+00:00,4,Low,34,48,0,Resolved,6.1,0,0,web,staff were informed that online resources time out during the session in cl22-b during a regular teaching period and staff assistance has been requested at 15:45 case 210,2025-08-21,2-4,Low,Low,0.75,-1.49418,-0.56293,0.0,0.0,0.0
CL-12119,EV-202601-0423,ANON-0399,"for the second time this week water is collecting beneath the dispenser in Digital Area; without any warning notice, and the issue lasts more than ten minutes at 12:48 case 2119",Water,Water:7,2,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Tuesday,12,2026-01-27T07:18:00+00:00,5,Low,84,55,0,Resolved,3.45,0,0,web,for the second time this week water is collecting beneath the dispenser in digital area without any warning notice and the issue lasts more than ten minutes at 12:48 case 2119,2026-01-27,10-12,High,Medium,1.0,1.06911,-0.07106,1.0,0.0,33.0
CL-10585,EV-202509-0117,ANON-0160,"the class representative confirmed that backup power did not activate during an interruption in CS1; the electrical supply needs inspection, and the condition has become more frequent at 15:17 case 585",Electrical,Electrical:9,4,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Monday,15,2025-09-22T09:47:00+00:00,2,High,51,36,1,Open,7.22,0,0,web,the class representative confirmed that backup power did not activate during an interruption in cs1 the electrical supply needs inspection and the condition has become more frequent at 15:17 case 585,2025-09-22,2-4,Medium,Low,0.25,-0.62266,-1.40615,5.0,2.0,47.8
CL-10765,EV-202510-0153,ANON-0431,"during the latest session the workstation cannot boot for the practical in H4 Corridor 1; while another campus service remains normal, after normal troubleshooting was attempted at 17:44 case 765",Lab Equipment,Lab Equipment:2,2,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Tuesday,17,2025-10-07T12:14:00+00:00,3,Medium,48,61,0,Resolved,4.29,0,0,mobile,during the latest session the workstation cannot boot for the practical in h4 corridor 1 while another campus service remains normal after normal troubleshooting was attempted at 17:44 case 765,2025-10-07,4-7,Medium,Medium,0.5,-0.77646,0.35055,0.0,0.0,0.0
CL-12147,EV-202601-0429,ANON-0067,"for the second time this week order processing has stopped at one counter in H5 Common Room; after normal troubleshooting was attempted, and the condition has become more frequent at 15:04 case 2147",Canteen,Canteen:7,2,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Ground Floor,H5 Common Room,28.63075,77.37278,Friday,15,2026-01-30T09:34:00+00:00,3,Medium,53,57,0,Open,6.01,0,0,mobile,for the second time this week order processing has stopped at one counter in h5 common room after normal troubleshooting was attempted and the condition has become more frequent at 15:04 case 2147,2026-01-30,2-4,Medium,Medium,0.5,-0.52013,0.06948,3.0,1.0,24.666666666666668
CL-10965,EV-202510-0193,ANON-0679,"staff were informed that the experiment console does not record readings in H4 Common Room; while the area is moderately occupied, near the main entrance to the space at 15:02 case 965",Lab Equipment,Lab Equipment:5,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Ground Floor,H4 Common Room,28.63062,77.37262,Thursday,15,2025-10-23T09:32:00+00:00,5,Low,31,50,0,Resolved,4.97,0,0,mobile,staff were informed that the experiment console does not record readings in h4 common room while the area is moderately occupied near the main entrance to the space at 15:02 case 965,2025-10-23,2-4,Low,Low,1.0,-1.64798,-0.4224,1.0,1.0,48.0
CL-12117,EV-202601-0423,ANON-0034,"today we noticed that the corridor has a persistent hygiene problem in CS2; although nearby rooms remain usable, and it interrupts scheduled teaching at 16:20 case 2117",Cleanliness,Cleanliness:6,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS2,28.6299,77.37315,Tuesday,16,2026-01-27T10:50:00+00:00,3,Medium,59,58,0,In Progress,6.13,0,0,mobile,today we noticed that the corridor has a persistent hygiene problem in cs2 although nearby rooms remain usable and it interrupts scheduled teaching at 16:20 case 2117,2026-01-27,2-4,Medium,Medium,0.5,-0.21254,0.13974,3.0,1.0,42.0
CL-12408,EV-202602-0481,ANON-0613,"STUDENTS REPORT THAT SEVERAL DESKS HAVE LOOSE OR DAMAGED FITTINGS IN INDOOR COURT; AND IT INTERRUPTS SCHEDULED TEACHING, DURING A REGULAR TEACHING PERIOD AT 14:43 CASE 2408   !!!",Infrastructure,Infrastructure:1,1,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Ground Floor,Indoor Court,28.63102,77.37322,Saturday,14,2026-02-21T09:13:00+00:00,5,Low,59,72,1,Resolved,4.96,0,0,web,students report that several desks have loose or damaged fittings in indoor court and it interrupts scheduled teaching during a regular teaching period at 14:43 case 2408,2026-02-21,12-2,Medium,High,1.0,-0.21254,1.12349,2.0,0.0,36.5
CL-11631,EV-202512-0326,ANON-0443,"today we noticed that multiple computers show storage errors in CR202; laboratory equipment availability is affected, during a regular teaching period at 15:53 case 1631",Lab Equipment,Lab Equipment:6,1,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 2,CR202,28.6297,77.3729,Thursday,15,2025-12-18T10:23:00+00:00,1,Critical,30,30,0,Resolved,6.98,0,0,mobile,today we noticed that multiple computers show storage errors in cr202 laboratory equipment availability is affected during a regular teaching period at 15:53 case 1631,2025-12-18,2-4,Low,Low,0.0,-1.69924,-1.82775,2.0,1.0,41.5
CL-11623,EV-202512-0324,ANON-0472,"for the second time this week the wired connection cannot reach institute services in CS1; without any warning notice, after normal troubleshooting was attempted at 17:25 case 1623",Network,Network:7,2,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 1,CS1,28.6299,77.37315,Wednesday,17,2025-12-17T11:55:00+00:00,2,High,76,77,1,Resolved,4.56,1,0,kiosk,for the second time this week the wired connection cannot reach institute services in cs1 without any warning notice after normal troubleshooting was attempted at 17:25 case 1623,2025-12-17,4-7,High,High,0.25,0.65898,1.47483,2.0,0.0,53.0
CL-11260,EV-202511-0252,ANON-0790,"today we noticed that ceiling plaster appears loose near the entrance in TS11; during a regular teaching period, although nearby rooms remain usable at 8:43 case 1260",Infrastructure,Infrastructure:6,1,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS11,28.6301,77.37255,Monday,8,2025-11-17T03:13:00+00:00,2,High,22,69,1,Resolved,7.9,0,0,web,today we noticed that ceiling plaster appears loose near the entrance in ts11 during a regular teaching period although nearby rooms remain usable at 8:43 case 1260,2025-11-17,8-10,Low,Medium,0.25,-2.10937,0.91269,1.0,0.0,116.0
CL-11424,EV-202512-0284,ANON-0798,"a repeated observation is that the nearest water point is not operational in Group Study; the water service needs attention, and the condition has become more frequent at 14:53 case 1424",Water,Water:3,3,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Group Study,28.63002,77.37302,Monday,14,2025-12-01T09:23:00+00:00,1,Critical,90,45,1,Resolved,6.34,0,0,mobile,a repeated observation is that the nearest water point is not operational in group study the water service needs attention and the condition has become more frequent at 14:53 case 1424,2025-12-01,12-2,High,Low,0.0,1.3767,-0.77374,0.0,0.0,0.0
CL-10528,EV-202509-0105,ANON-0047,"students report that only one billing counter is open during the rush in CL15-B; the food service operation is affected, while another campus service remains normal at 10:24 case 528",Canteen,Canteen:1,1,JIIT Sector 62,Labs & Research,CL15,lab,Floor 1,CL15-B,28.62978,77.37254,Wednesday,10,2025-09-17T04:54:00+00:00,1,Critical,99,84,1,Resolved,5.75,0,0,mobile,students report that only one billing counter is open during the rush in cl15-b the food service operation is affected while another campus service remains normal at 10:24 case 528,2025-09-17,8-10,High,High,0.0,1.83809,1.9667,2.0,0.0,20.5
CL-11954,EV-202601-0390,ANON-0208,"please investigate because the service queue is moving very slowly in Digital Area; the food service operation is affected, although nearby rooms remain usable at 14:43 case 1954",Canteen,Canteen:0,0,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Wednesday,14,2026-01-14T09:13:00+00:00,3,Medium,54,56,0,Verified,6.86,1,0,mobile,please investigate because the service queue is moving very slowly in digital area the food service operation is affected although nearby rooms remain usable at 14:43 case 1954,2026-01-14,12-2,Medium,Medium,0.5,-0.46886,-0.00079,0.0,0.0,0.0
CL-12476,EV-202602-0495,ANON-0382,"an urgent maintenance check is needed because the lunch rush is blocking the entrance in Reading Hall; the food service operation is affected, and several students are affected at 17:32 case 2476",Canteen,Canteen:8,3,JIIT Sector 62,Library & Study,LRC,library,Ground Floor,Reading Hall,28.63002,77.37302,Thursday,17,2026-02-26T12:02:00+00:00,4,Low,73,58,0,Verified,5.19,0,0,mobile,an urgent maintenance check is needed because the lunch rush is blocking the entrance in reading hall the food service operation is affected and several students are affected at 17:32 case 2476,2026-02-26,4-7,High,Medium,0.75,0.50518,0.13974,0.0,0.0,0.0
CL-12760,EV-202603-0552,ANON-0170,"during the latest session the classroom door cannot close safely in CL22-A; the physical infrastructure needs attention, after normal troubleshooting was attempted at 15:19 case 2760",Infrastructure,Infrastructure:2,2,JIIT Sector 62,Labs & Research,CL22,lab,Floor 2,CL22-A,28.62986,77.37266,Sunday,15,2026-03-22T09:49:00+00:00,3,Medium,37,62,0,In Progress,5.55,0,0,web,during the latest session the classroom door cannot close safely in cl22-a the physical infrastructure needs attention after normal troubleshooting was attempted at 15:19 case 2760,2026-03-22,2-4,Low,Medium,0.5,-1.34038,0.42081,2.0,0.0,26.0
CL-11531,EV-202512-0306,ANON-0091,"for the second time this week the lecture-room screen does not lower correctly in TS11; the physical infrastructure needs attention, and staff assistance has been requested at 13:34 case 1531",Infrastructure,Infrastructure:7,2,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS11,28.6301,77.37255,Tuesday,13,2025-12-09T08:04:00+00:00,2,High,43,48,1,Resolved,13.72,0,1,mobile,for the second time this week the lecture-room screen does not lower correctly in ts11 the physical infrastructure needs attention and staff assistance has been requested at 13:34 case 1531,2025-12-09,12-2,Medium,Low,0.25,-1.03279,-0.56293,0.0,0.0,0.0
CL-11421,EV-202511-0284,ANON-0124,"the current problem is that a chair is blocking the aisle because its leg is broken in Digital Area; and the condition has become more frequent, and several students are affected at 10:34 case 1421",Infrastructure,Infrastructure:4,4,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Digital Area,28.63002,77.37302,Sunday,10,2025-11-30T05:04:00+00:00,3,Medium,29,45,0,Resolved,4.16,0,0,mobile,the current problem is that a chair is blocking the aisle because its leg is broken in digital area and the condition has become more frequent and several students are affected at 10:34 case 1421,2025-11-30,8-10,Low,Low,0.5,-1.75051,-0.77374,3.0,0.0,55.0
CL-12714,EV-202603-0542,ANON-0166,"the class representative confirmed that the login portal loops without granting access in CL3-A; the network service is affected, and the condition has become more frequent at 10:11 case 2714",Network,Network:9,4,JIIT Sector 62,Labs & Research,CL3,lab,Ground Floor,CL3-A,28.62964,77.37261,Wednesday,10,2026-03-18T04:41:00+00:00,2,High,58,51,1,In Progress,5.47,1,0,mobile,the class representative confirmed that the login portal loops without granting access in cl3-a the network service is affected and the condition has become more frequent at 10:11 case 2714,2026-03-18,8-10,Medium,Medium,0.25,-0.2638,-0.35213,1.0,0.0,86.0
CL-10282,EV-202508-0056,ANON-0128,"a repeated observation is that a campus service is unavailable without an explanation in CR102; and the issue lasts more than ten minutes, although nearby rooms remain usable at 9:16 case 282",Other,Other:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Wednesday,9,2025-08-27T03:46:00+00:00,4,Low,39,23,1,Resolved,7.13,0,0,kiosk,a repeated observation is that a campus service is unavailable without an explanation in cr102 and the issue lasts more than ten minutes although nearby rooms remain usable at 9:16 case 282,2025-08-27,8-10,Low,Low,0.75,-1.23785,-2.31963,2.0,0.0,44.0
CL-10142,EV-202508-0028,ANON-0413,"students report that a monitor and keyboard are not detected in H5 Corridor 2; without any warning notice, while the area is moderately occupied at 9:36 case 142",Lab Equipment,Lab Equipment:1,1,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 2,H5 Corridor 2,28.63075,77.37278,Saturday,9,2025-08-16T04:06:00+00:00,4,Low,56,70,0,In Progress,4.28,0,0,web,students report that a monitor and keyboard are not detected in h5 corridor 2 without any warning notice while the area is moderately occupied at 9:36 case 142,2025-08-16,8-10,Medium,Medium,0.75,-0.36633,0.98296,1.0,0.0,55.0
CL-12373,EV-202602-0474,ANON-0662,"for the second time this week the wired connection cannot reach institute services in TS11; the network service is affected, while the area is moderately occupied at 18:27 case 2373",Network,Network:7,2,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS11,28.6301,77.37255,Wednesday,18,2026-02-18T12:57:00+00:00,3,Medium,38,34,0,In Progress,6.43,0,0,mobile,for the second time this week the wired connection cannot reach institute services in ts11 the network service is affected while the area is moderately occupied at 18:27 case 2373,2026-02-18,4-7,Low,Low,0.5,-1.28912,-1.54668,1.0,0.0,61.0
CL-11729,EV-202512-0345,ANON-0357,"an urgent maintenance check is needed because signage for the room is missing in Group Study; the physical infrastructure needs attention, although nearby rooms remain usable at 11:28 case 1729",Infrastructure,Infrastructure:8,3,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Group Study,28.63002,77.37302,Friday,11,2025-12-26T05:58:00+00:00,4,Low,83,52,0,Resolved,6.07,1,0,mobile,an urgent maintenance check is needed because signage for the room is missing in group study the physical infrastructure needs attention although nearby rooms remain usable at 11:28 case 1729,2025-12-26,10-12,High,Medium,0.75,1.01784,-0.28186,3.0,0.0,48.0
CL-10185,EV-202508-0037,ANON-0612,"the current problem is that the cooler produces warm water only in H4 Corridor 1; while another campus service remains normal, and the condition has become more frequent at 9:46 case 185",Water,Water:4,4,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Tuesday,9,2025-08-19T04:16:00+00:00,3,Medium,56,36,1,In Progress,4.23,0,0,web,the current problem is that the cooler produces warm water only in h4 corridor 1 while another campus service remains normal and the condition has become more frequent at 9:46 case 185,2025-08-19,8-10,Medium,Low,0.5,-0.36633,-1.40615,1.0,0.0,30.0
CL-12776,EV-202603-0555,ANON-0343,"during the latest session the common area is overcrowded in TS17; campus operations are being disrupted, while the area is moderately occupied at 17:09 case 2776",Other,Other:2,2,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS17,28.63024,77.37275,Monday,17,2026-03-23T11:39:00+00:00,2,High,97,57,0,Verified,11.76,1,1,web,during the latest session the common area is overcrowded in ts17 campus operations are being disrupted while the area is moderately occupied at 17:09 case 2776,2026-03-23,4-7,High,Medium,0.25,1.73556,0.06948,1.0,1.0,31.0
CL-11166,EV-202511-0233,ANON-0418,"an urgent maintenance check is needed because a switchboard becomes warm during operation in GH Corridor 1; near the main entrance to the space, and the issue lasts more than ten minutes at 17:37 case 1166",Electrical,Electrical:8,3,JIIT Sector 62,Hostels,Girls Hostel,hostel,Floor 1,GH Corridor 1,28.63087,77.37294,Sunday,17,2025-11-09T12:07:00+00:00,3,Medium,55,65,0,Resolved,5.27,0,0,kiosk,an urgent maintenance check is needed because a switchboard becomes warm during operation in gh corridor 1 near the main entrance to the space and the issue lasts more than ten minutes at 17:37 case 1166,2025-11-09,4-7,Medium,Medium,0.5,-0.4176,0.63162,1.0,0.0,90.0
CL-10943,EV-202510-0188,ANON-0037,"please investigate because the campus network drops repeatedly during class in Main Hall; the network service is affected, while another campus service remains normal at 14:17 case 943",Network,Network:0,0,JIIT Sector 62,General & Utilities,Auditorium,common,Ground Floor,Main Hall,28.63016,77.3733,Tuesday,14,2025-10-21T08:47:00+00:00,2,High,98,40,0,In Progress,5.34,0,0,mobile,please investigate because the campus network drops repeatedly during class in main hall the network service is affected while another campus service remains normal at 14:17 case 943,2025-10-21,12-2,High,Low,0.25,1.78683,-1.12507,0.0,0.0,0.0
CL-11389,EV-202511-0277,ANON-0075,"please investigate because several systems freeze during compilation in TS18; laboratory equipment availability is affected, while another campus service remains normal at 10:36 case 1389",Lab Equipment,Lab Equipment:0,0,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Friday,10,2025-11-28T05:06:00+00:00,1,Critical,52,68,1,Resolved,4.5,1,0,mobile,please investigate because several systems freeze during compilation in ts18 laboratory equipment availability is affected while another campus service remains normal at 10:36 case 1389,2025-11-28,8-10,Medium,Medium,0.0,-0.5714,0.84242,5.0,0.0,28.8
CL-12484,EV-202602-0496,ANON-0475,"staff were informed that dust and litter remain around the workstations in Student Parking; during a regular teaching period, while the area is moderately occupied at 16:23 case 2484",Cleanliness,Cleanliness:5,0,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Friday,16,2026-02-27T10:53:00+00:00,4,Low,68,37,0,Escalated,4.81,0,0,mobile,staff were informed that dust and litter remain around the workstations in student parking during a regular teaching period while the area is moderately occupied at 16:23 case 2484,2026-02-27,2-4,Medium,Low,0.75,0.24886,-1.33588,0.0,0.0,0.0
CL-11991,EV-202601-0398,ANON-0764,"please investigate because the projector loses its input after a few minutes in Student Parking; during a regular teaching period, during a regular teaching period at 8:09 case 1991",Infrastructure,Infrastructure:0,0,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Student Parking,28.62945,77.37222,Saturday,8,2026-01-17T02:39:00+00:00,4,Low,76,45,1,In Progress,6.17,0,0,mobile,please investigate because the projector loses its input after a few minutes in student parking during a regular teaching period during a regular teaching period at 8:09 case 1991,2026-01-17,8-10,High,Low,0.75,0.65898,-0.77374,2.0,0.0,30.5
CL-11533,EV-202512-0306,ANON-0445,"the class representative confirmed that the supply is unavailable on this floor in TS12; the water service needs attention, although nearby rooms remain usable at 13:21 case 1533",Water,Water:9,4,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Wednesday,13,2025-12-10T07:51:00+00:00,5,Low,50,53,0,Open,4.07,0,0,mobile,the class representative confirmed that the supply is unavailable on this floor in ts12 the water service needs attention although nearby rooms remain usable at 13:21 case 1533,2025-12-10,12-2,Medium,Medium,1.0,-0.67393,-0.21159,2.0,0.0,28.5
CL-12748,EV-202603-0549,ANON-0578,"a repeated observation is that a campus service is unavailable without an explanation in G2; campus operations are being disrupted, and the condition has become more frequent at 14:31 case 2748",Other,Other:3,3,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan III,academic,Floor 2,G2,28.6299,77.37315,Saturday,14,2026-03-21T09:01:00+00:00,5,Low,70,28,0,Resolved,3.7,1,0,kiosk,a repeated observation is that a campus service is unavailable without an explanation in g2 campus operations are being disrupted and the condition has become more frequent at 14:31 case 2748,2026-03-21,12-2,Medium,Low,1.0,0.35139,-1.96829,2.0,1.0,67.5
CL-12162,EV-202601-0432,ANON-0430,"today we noticed that multiple computers show storage errors in H5 Corridor 1; and it interrupts scheduled teaching, without any warning notice at 8:29 case 2162",Lab Equipment,Lab Equipment:6,1,JIIT Sector 62,Hostels,H5 Boys Hostel,hostel,Floor 1,H5 Corridor 1,28.63075,77.37278,Saturday,8,2026-01-31T02:59:00+00:00,2,High,67,53,0,In Progress,5.99,0,0,web,today we noticed that multiple computers show storage errors in h5 corridor 1 and it interrupts scheduled teaching without any warning notice at 8:29 case 2162,2026-01-31,8-10,Medium,Medium,0.25,0.19759,-0.21159,1.0,1.0,47.0
CL-10634,EV-202509-0126,ANON-0210,"the class representative confirmed that waiting time is longer than the scheduled break in H4 Corridor 2; the food service operation is affected, and it interrupts scheduled teaching at 9:01 case 634",Canteen,Canteen:9,4,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 2,H4 Corridor 2,28.63062,77.37262,Friday,9,2025-09-26T03:31:00+00:00,3,Medium,18,65,0,Resolved,5.93,0,0,mobile,the class representative confirmed that waiting time is longer than the scheduled break in h4 corridor 2 the food service operation is affected and it interrupts scheduled teaching at 9:01 case 634,2025-09-26,8-10,Low,Medium,0.5,-2.31443,0.63162,0.0,0.0,0.0
CL-11596,EV-202512-0319,ANON-0109,"today we noticed that seating capacity is insufficient during the meal break in G1; without any warning notice, after normal troubleshooting was attempted at 11:12 case 1596",Canteen,Canteen:6,1,JIIT Sector 62,Academic & Teaching,A2/1,academic,Ground Floor,G1,28.6301,77.37255,Monday,11,2025-12-15T05:42:00+00:00,3,Medium,88,34,1,Resolved,6.69,0,0,mobile,today we noticed that seating capacity is insufficient during the meal break in g1 without any warning notice after normal troubleshooting was attempted at 11:12 case 1596,2025-12-15,10-12,High,Low,0.5,1.27417,-1.54668,4.0,1.0,45.25
CL-10754,EV-202510-0150,ANON-0363,"the class representative confirmed that waiting time is longer than the scheduled break in Group Study; near the main entrance to the space, during a regular teaching period at 13:48 case 754",Canteen,Canteen:9,4,JIIT Sector 62,Library & Study,LRC,library,Floor 1,Group Study,28.63002,77.37302,Monday,13,2025-10-06T08:18:00+00:00,3,Medium,48,71,1,Open,5.03,1,0,mobile,the class representative confirmed that waiting time is longer than the scheduled break in group study near the main entrance to the space during a regular teaching period at 13:48 case 754,2025-10-06,12-2,Medium,High,0.5,-0.77646,1.05322,0.0,0.0,0.0
CL-11001,EV-202510-0200,ANON-0394,"please investigate because the service queue is moving very slowly in CR102; and staff assistance has been requested, after normal troubleshooting was attempted at 14:48 case 1001",Canteen,Canteen:0,0,JIIT Sector 62,Academic & Teaching,Aryabhatt Bhawan II,academic,Floor 1,CR102,28.6297,77.3729,Sunday,14,2025-10-26T09:18:00+00:00,5,Low,77,53,0,Open,1.85,0,0,web,please investigate because the service queue is moving very slowly in cr102 and staff assistance has been requested after normal troubleshooting was attempted at 14:48 case 1001,2025-10-26,12-2,High,Medium,1.0,0.71025,-0.21159,3.0,0.0,27.0
CL-12019,EV-202601-0403,ANON-0213,"staff were informed that an electrical panel is making an unusual sound in H4 Corridor 1; the electrical supply needs inspection, near the main entrance to the space at 16:49 case 2019",Electrical,Electrical:5,0,JIIT Sector 62,Hostels,H4 Boys Hostel,hostel,Floor 1,H4 Corridor 1,28.63062,77.37262,Monday,16,2026-01-19T11:19:00+00:00,1,Critical,51,28,0,In Progress,7.91,0,0,mobile,staff were informed that an electrical panel is making an unusual sound in h4 corridor 1 the electrical supply needs inspection near the main entrance to the space at 16:49 case 2019,2026-01-19,2-4,Medium,Low,0.0,-0.62266,-1.96829,2.0,0.0,83.0
CL-12158,EV-202601-0431,ANON-0344,"today we noticed that the notice board contains outdated information in TS18; campus operations are being disrupted, and the issue lasts more than ten minutes at 12:33 case 2158",Other,Other:6,1,JIIT Sector 62,Academic & Teaching,A2/2,academic,Floor 1,TS18,28.63024,77.37275,Saturday,12,2026-01-31T07:03:00+00:00,3,Medium,25,76,0,Verified,3.17,0,0,mobile,today we noticed that the notice board contains outdated information in ts18 campus operations are being disrupted and the issue lasts more than ten minutes at 12:33 case 2158,2026-01-31,10-12,Low,High,0.5,-1.95557,1.40456,3.0,1.0,31.0
CL-10655,EV-202509-0131,ANON-0326,"for the second time this week water is collecting beneath the dispenser in Basketball Court; and it interrupts scheduled teaching, after normal troubleshooting was attempted at 14:08 case 655",Water,Water:7,2,JIIT Sector 62,Sports & Recreation,Sports Complex,sports,Outdoor,Basketball Court,28.63102,77.37322,Saturday,14,2025-09-27T08:38:00+00:00,3,Medium,61,63,0,In Progress,7.79,0,0,web,for the second time this week water is collecting beneath the dispenser in basketball court and it interrupts scheduled teaching after normal troubleshooting was attempted at 14:08 case 655,2025-09-27,12-2,Medium,Medium,0.5,-0.11,0.49108,0.0,0.0,0.0
CL-12312,EV-202602-0462,ANON-0462,"today we noticed that network coverage disappears near the back rows in TS12; after normal troubleshooting was attempted, and the condition has become more frequent at 8:36 case 2312",Network,Network:6,1,JIIT Sector 62,Academic & Teaching,A2/1,academic,Floor 1,TS12,28.6301,77.37255,Friday,8,2026-02-13T03:06:00+00:00,4,Low,52,38,1,Resolved,6.87,1,0,mobile,today we noticed that network coverage disappears near the back rows in ts12 after normal troubleshooting was attempted and the condition has become more frequent at 8:36 case 2312,2026-02-13,8-10,Medium,Low,0.75,-0.5714,-1.26561,2.0,0.0,21.5
CL-10408,EV-202509-0081,ANON-0597,"students report that only one billing counter is open during the rush in Washroom G; near the main entrance to the space, near the main entrance to the space at 12:30 case 408",Canteen,Canteen:1,1,JIIT Sector 62,General & Utilities,Washrooms,utility,Ground Floor,Washroom G,28.62982,77.37326,Sunday,12,2025-09-07T07:00:00+00:00,3,Medium,92,50,0,Resolved,4.09,1,0,mobile,students report that only one billing counter is open during the rush in washroom g near the main entrance to the space near the main entrance to the space at 12:30 case 408,2025-09-07,10-12,High,Low,0.5,1.47923,-0.4224,0.0,0.0,0.0
CL-12499,EV-202602-0499,ANON-0691,"a repeated observation is that internet speed falls below a usable level in Visitor Parking; and the condition has become more frequent, near the main entrance to the space at 8:28 case 2499",Network,Network:3,3,JIIT Sector 62,General & Utilities,Parking,outdoor,Outdoor,Visitor Parking,28.62945,77.37222,Saturday,8,2026-02-28T02:58:00+00:00,4,Low,50,78,0,Verified,5.29,0,0,web,a repeated observation is that internet speed falls below a usable level in visitor parking and the condition has become more frequent near the main entrance to the space at 8:28 case 2499,2026-02-28,8-10,Medium,High,0.75,-0.67393,1.5451,3.0,0.0,42.0
