session_id,route,facility,search_term,dwell_seconds,converted_to_report,observed_at
WS-003170,/explore,CL22,water,17,0,2025-12-14T10:00:00+05:30
WS-003171,/explore,CL3,queue,17,1,2025-12-14T14:00:00+05:30
WS-003172,/campus-map,Aryabhatt Bhawan II,projector,17,0,2025-12-14T14:00:00+05:30
WS-003173,/explore,CL1,cleaning,23,0,2025-12-14T20:00:00+05:30
WS-003174,/campus-map,CL3,lab,93,0,2025-12-14T15:00:00+05:30
WS-003175,/report,Annapurna / Main Mess,projector,27,1,2025-12-14T20:00:00+05:30
WS-003176,/campus-map,LRC,lab,31,1,2025-12-14T23:00:00+05:30
WS-003177,/status,A2/1,cleaning,32,0,2025-12-14T20:00:00+05:30
WS-003178,/report,ECE Labs,wifi,88,0,2025-12-14T22:00:00+05:30
WS-003179,/explore,Annapurna / Main Mess,projector,17,1,2025-12-14T21:00:00+05:30
WS-003180,/report,LRC,wifi,39,0,2025-12-15T01:00:00+05:30
WS-003181,/campus-map,H5 Boys Hostel,parking,20,0,2025-12-14T22:00:00+05:30
WS-003182,/report,Main Gate,lab,25,0,2025-12-15T03:00:00+05:30
WS-003183,/help,A2/2,queue,48,1,2025-12-15T05:00:00+05:30
WS-003184,/status,Aryabhatt Bhawan III,projector,48,1,2025-12-15T01:00:00+05:30
WS-003185,/report,A2/2,water,87,0,2025-12-15T01:00:00+05:30
WS-003186,/help,Cafeteria / Canteen,cleaning,62,0,2025-12-15T06:00:00+05:30
WS-003187,/campus-map,Aryabhatt Bhawan III,projector,23,0,2025-12-15T09:00:00+05:30
WS-003188,/status,CL22,cleaning,22,0,2025-12-15T04:00:00+05:30
WS-003189,/explore,CL15,lab,30,0,2025-12-15T11:00:00+05:30
WS-003190,/campus-map,LRC,lab,36,0,2025-12-15T06:00:00+05:30
WS-003191,/help,A2/2,water,33,1,2025-12-15T14:00:00+05:30
WS-003192,/help,Washrooms,lab,55,1,2025-12-15T10:00:00+05:30
WS-003193,/report,A2/1,wifi,74,1,2025-12-15T13:00:00+05:30
WS-003194,/help,H4 Boys Hostel,wifi,49,0,2025-12-15T10:00:00+05:30
WS-003195,/status,A2/1,water,43,0,2025-12-15T13:00:00+05:30
WS-003196,/campus-map,A2/1,projector,28,0,2025-12-15T15:00:00+05:30
WS-003197,/campus-map,Washrooms,wifi,26,0,2025-12-15T18:00:00+05:30
WS-003198,/help,A2/1,water,36,0,2025-12-15T14:00:00+05:30
WS-003199,/campus-map,Aryabhatt Bhawan II,projector,76,0,2025-12-15T22:00:00+05:30
WS-003200,/explore,Sports Complex,wifi,74,0,2025-12-15T22:00:00+05:30
WS-003201,/status,CL3,water,10,0,2025-12-15T22:00:00+05:30
WS-003202,/status,Girls Hostel,lab,13,1,2025-12-15T23:00:00+05:30
WS-003203,/help,Aryabhatt Bhawan II,cleaning,18,0,2025-12-16T01:00:00+05:30
WS-003204,/campus-map,Aryabhatt Bhawan II,queue,10,0,2025-12-16T03:00:00+05:30
WS-003205,/explore,Sports Complex,queue,86,0,2025-12-15T21:00:00+05:30
WS-003206,/report,CL15,parking,33,0,2025-12-15T23:00:00+05:30
WS-003207,/campus-map,Aryabhatt Bhawan II,wifi,43,0,2025-12-16T06:00:00+05:30
WS-003208,/report,H4 Boys Hostel,cleaning,47,1,2025-12-16T04:00:00+05:30
WS-003209,/status,A2/2,parking,56,0,2025-12-16T04:00:00+05:30
WS-003210,/help,A2/2,water,14,0,2025-12-16T04:00:00+05:30
WS-003211,/status,Aryabhatt Bhawan II,cleaning,13,0,2025-12-16T03:00:00+05:30
WS-003212,/help,CL3,projector,35,0,2025-12-16T06:00:00+05:30
WS-003213,/explore,Aryabhatt Bhawan II,wifi,40,0,2025-12-16T08:00:00+05:30
WS-003214,/campus-map,A2/1,wifi,18,0,2025-12-16T13:00:00+05:30
WS-003215,/explore,Aryabhatt Bhawan III,water,7,1,2025-12-16T09:00:00+05:30
WS-003216,/status,Main Gate,parking,10,0,2025-12-16T14:00:00+05:30
WS-003217,/explore,Aryabhatt Bhawan II,lab,5,0,2025-12-16T13:00:00+05:30
WS-003218,/status,Aryabhatt Bhawan II,parking,12,0,2025-12-16T16:00:00+05:30
WS-003219,/explore,CL15,projector,26,1,2025-12-16T14:00:00+05:30
WS-003220,/explore,Auditorium,cleaning,29,0,2025-12-16T13:00:00+05:30
WS-003221,/explore,H4 Boys Hostel,lab,126,0,2025-12-16T18:00:00+05:30
WS-003222,/explore,Annapurna / Main Mess,queue,47,1,2025-12-16T18:00:00+05:30
WS-003223,/help,CL1,projector,37,0,2025-12-16T17:00:00+05:30
WS-003224,/report,H4 Boys Hostel,water,26,0,2025-12-16T16:00:00+05:30
WS-003225,/help,Cafeteria / Canteen,water,31,0,2025-12-16T20:00:00+05:30
WS-003226,/status,Aryabhatt Bhawan II,water,63,0,2025-12-16T20:00:00+05:30
WS-003227,/help,H4 Boys Hostel,water,85,0,2025-12-16T20:00:00+05:30
WS-003228,/help,LRC,wifi,42,0,2025-12-17T02:00:00+05:30
WS-003229,/explore,H4 Boys Hostel,projector,9,0,2025-12-17T01:00:00+05:30
WS-003230,/help,A2/2,wifi,29,0,2025-12-17T03:00:00+05:30
WS-003231,/status,Annapurna / Main Mess,wifi,45,0,2025-12-16T23:00:00+05:30
WS-003232,/report,CL15,queue,16,1,2025-12-17T07:00:00+05:30
WS-003233,/status,A2/1,wifi,140,0,2025-12-17T03:00:00+05:30
WS-003234,/report,A2/1,projector,55,0,2025-12-17T05:00:00+05:30
WS-003235,/status,Aryabhatt Bhawan III,wifi,64,0,2025-12-17T06:00:00+05:30
WS-003236,/campus-map,H4 Boys Hostel,queue,39,0,2025-12-17T11:00:00+05:30
WS-003237,/report,ECE Labs,water,32,0,2025-12-17T12:00:00+05:30
WS-003238,/help,CL1,wifi,16,1,2025-12-17T06:00:00+05:30
WS-003239,/status,Auditorium,parking,39,0,2025-12-17T07:00:00+05:30
WS-003240,/explore,A2/1,cleaning,39,0,2025-12-17T12:00:00+05:30
WS-003241,/report,A2/2,cleaning,45,0,2025-12-17T13:00:00+05:30
WS-003242,/campus-map,Aryabhatt Bhawan III,parking,42,0,2025-12-17T15:00:00+05:30
WS-003243,/report,ECE Labs,lab,49,0,2025-12-17T13:00:00+05:30
WS-003244,/help,Aryabhatt Bhawan II,projector,17,0,2025-12-17T12:00:00+05:30
WS-003245,/status,Water Points,projector,32,0,2025-12-17T16:00:00+05:30
WS-003246,/report,Sports Complex,queue,16,0,2025-12-17T19:00:00+05:30
WS-003247,/status,Sports Complex,cleaning,15,1,2025-12-17T21:00:00+05:30
WS-003248,/help,Girls Hostel,cleaning,57,0,2025-12-17T20:00:00+05:30
WS-003249,/explore,Annapurna / Main Mess,water,51,0,2025-12-18T00:00:00+05:30
WS-003250,/status,Aryabhatt Bhawan II,water,32,0,2025-12-17T18:00:00+05:30
WS-003251,/status,Aryabhatt Bhawan II,wifi,17,0,2025-12-18T01:00:00+05:30
WS-003252,/report,Aryabhatt Bhawan II,parking,66,0,2025-12-17T23:00:00+05:30
WS-003253,/report,H4 Boys Hostel,parking,56,0,2025-12-18T00:00:00+05:30
WS-003254,/campus-map,Water Points,water,44,0,2025-12-18T01:00:00+05:30
WS-003255,/help,LRC,water,126,0,2025-12-18T05:00:00+05:30
WS-003256,/campus-map,Sports Complex,lab,19,0,2025-12-18T00:00:00+05:30
WS-003257,/explore,H4 Boys Hostel,water,88,0,2025-12-18T07:00:00+05:30
WS-003258,/report,Administration Block,projector,29,1,2025-12-18T02:00:00+05:30
WS-003259,/help,CL15,cleaning,28,0,2025-12-18T05:00:00+05:30
WS-003260,/explore,Girls Hostel,lab,13,0,2025-12-18T05:00:00+05:30
WS-003261,/report,Girls Hostel,cleaning,46,0,2025-12-18T05:00:00+05:30
WS-003262,/campus-map,CL15,water,38,0,2025-12-18T06:00:00+05:30
WS-003263,/help,Administration Block,wifi,23,0,2025-12-18T14:00:00+05:30
WS-003264,/explore,ECE Labs,lab,17,0,2025-12-18T11:00:00+05:30
WS-003265,/help,ECE Labs,parking,9,0,2025-12-18T12:00:00+05:30
WS-003266,/report,Annapurna / Main Mess,wifi,3,0,2025-12-18T13:00:00+05:30
WS-003267,/help,Aryabhatt Bhawan II,queue,64,0,2025-12-18T15:00:00+05:30
WS-003268,/help,Washrooms,projector,67,1,2025-12-18T14:00:00+05:30
WS-003269,/report,H4 Boys Hostel,queue,34,0,2025-12-18T15:00:00+05:30
WS-003270,/status,Main Gate,cleaning,22,0,2025-12-18T14:00:00+05:30
WS-003271,/report,Water Points,lab,40,0,2025-12-18T20:00:00+05:30
WS-003272,/status,ECE Labs,parking,30,0,2025-12-18T22:00:00+05:30
WS-003273,/explore,CL22,lab,74,0,2025-12-18T19:00:00+05:30
WS-003274,/campus-map,Sports Complex,wifi,36,0,2025-12-18T20:00:00+05:30
WS-003275,/explore,Auditorium,projector,18,1,2025-12-18T19:00:00+05:30
WS-003276,/campus-map,Aryabhatt Bhawan III,lab,91,0,2025-12-18T21:00:00+05:30
WS-003277,/help,A2/1,water,22,0,2025-12-19T00:00:00+05:30
WS-003278,/campus-map,CL22,queue,65,0,2025-12-19T01:00:00+05:30
WS-003279,/report,Aryabhatt Bhawan II,cleaning,19,1,2025-12-19T01:00:00+05:30
WS-003280,/campus-map,ECE Labs,projector,5,0,2025-12-19T03:00:00+05:30
WS-003281,/explore,A2/2,queue,43,1,2025-12-19T07:00:00+05:30
WS-003282,/report,ECE Labs,cleaning,52,1,2025-12-19T02:00:00+05:30
WS-003283,/status,Washrooms,wifi,51,0,2025-12-19T10:00:00+05:30
WS-003284,/help,A2/2,cleaning,112,1,2025-12-19T05:00:00+05:30
WS-003285,/report,ECE Labs,wifi,35,0,2025-12-19T05:00:00+05:30
WS-003286,/explore,A2/2,wifi,72,0,2025-12-19T06:00:00+05:30
WS-003287,/status,Washrooms,cleaning,24,0,2025-12-19T14:00:00+05:30
WS-003288,/status,A2/1,lab,26,0,2025-12-19T11:00:00+05:30
WS-003289,/campus-map,A2/2,water,21,0,2025-12-19T14:00:00+05:30
WS-003290,/explore,Cafeteria / Canteen,queue,6,0,2025-12-19T11:00:00+05:30
WS-003291,/help,Main Gate,cleaning,38,0,2025-12-19T14:00:00+05:30
WS-003292,/campus-map,A2/1,cleaning,30,0,2025-12-19T17:00:00+05:30
WS-003293,/campus-map,Aryabhatt Bhawan II,lab,30,0,2025-12-19T15:00:00+05:30
WS-003294,/status,CL15,lab,47,0,2025-12-19T21:00:00+05:30
WS-003295,/help,Water Points,parking,35,0,2025-12-19T18:00:00+05:30
WS-003296,/campus-map,Washrooms,lab,61,0,2025-12-19T23:00:00+05:30
WS-003297,/help,Girls Hostel,queue,59,1,2025-12-19T21:00:00+05:30
WS-003298,/campus-map,Aryabhatt Bhawan III,projector,36,1,2025-12-19T22:00:00+05:30
WS-003299,/help,Sports Complex,wifi,51,0,2025-12-19T23:00:00+05:30
WS-003300,/status,Main Gate,wifi,14,0,2025-12-19T21:00:00+05:30
WS-003301,/status,A2/2,cleaning,66,1,2025-12-19T23:00:00+05:30
WS-003302,/report,CL3,wifi,23,0,2025-12-20T04:00:00+05:30
WS-003303,/status,LRC,lab,12,0,2025-12-19T23:00:00+05:30
WS-003304,/report,CL22,cleaning,31,0,2025-12-20T03:00:00+05:30
WS-003305,/campus-map,CL22,lab,28,0,2025-12-20T03:00:00+05:30
WS-003306,/report,ECE Labs,queue,28,1,2025-12-20T02:00:00+05:30
WS-003307,/help,A2/1,projector,17,1,2025-12-20T04:00:00+05:30
WS-003308,/help,Parking,wifi,39,0,2025-12-20T07:00:00+05:30
WS-003309,/campus-map,A2/1,wifi,20,0,2025-12-20T09:00:00+05:30
WS-003310,/explore,H4 Boys Hostel,wifi,6,0,2025-12-20T12:00:00+05:30
WS-003311,/status,A2/2,queue,32,0,2025-12-20T14:00:00+05:30
WS-003312,/campus-map,A2/2,wifi,51,1,2025-12-20T08:00:00+05:30
WS-003313,/campus-map,Washrooms,parking,50,0,2025-12-20T13:00:00+05:30
WS-003314,/status,ECE Labs,projector,48,1,2025-12-20T14:00:00+05:30
WS-003315,/campus-map,H4 Boys Hostel,parking,164,0,2025-12-20T13:00:00+05:30
WS-003316,/report,H5 Boys Hostel,lab,76,0,2025-12-20T13:00:00+05:30
WS-003317,/report,H4 Boys Hostel,water,52,0,2025-12-20T13:00:00+05:30
WS-003318,/status,Aryabhatt Bhawan II,cleaning,84,1,2025-12-20T20:00:00+05:30
WS-003319,/report,Administration Block,parking,3,0,2025-12-20T22:00:00+05:30
WS-003320,/status,H5 Boys Hostel,projector,106,0,2025-12-20T16:00:00+05:30
WS-003321,/campus-map,CL22,water,70,0,2025-12-20T21:00:00+05:30
WS-003322,/help,LRC,parking,71,0,2025-12-20T21:00:00+05:30
WS-003323,/campus-map,CL15,wifi,72,0,2025-12-20T21:00:00+05:30
WS-003324,/report,Aryabhatt Bhawan III,wifi,10,0,2025-12-21T01:00:00+05:30
WS-003325,/help,Main Gate,wifi,35,0,2025-12-21T00:00:00+05:30
WS-003326,/status,A2/1,projector,28,1,2025-12-21T01:00:00+05:30
WS-003327,/explore,Aryabhatt Bhawan II,parking,59,1,2025-12-21T01:00:00+05:30
WS-003328,/status,Aryabhatt Bhawan II,projector,56,0,2025-12-21T02:00:00+05:30
WS-003329,/campus-map,Parking,wifi,28,0,2025-12-21T06:00:00+05:30
WS-003330,/explore,H5 Boys Hostel,cleaning,22,1,2025-12-21T05:00:00+05:30
WS-003331,/help,CL15,projector,52,1,2025-12-21T09:00:00+05:30
WS-003332,/help,CL15,parking,9,0,2025-12-21T06:00:00+05:30
WS-003333,/campus-map,LRC,projector,59,0,2025-12-21T10:00:00+05:30
WS-003334,/campus-map,H5 Boys Hostel,lab,41,0,2025-12-21T10:00:00+05:30
WS-003335,/campus-map,A2/2,queue,83,0,2025-12-21T08:00:00+05:30
WS-003336,/help,Annapurna / Main Mess,projector,45,0,2025-12-21T09:00:00+05:30
WS-003337,/status,Sports Complex,water,29,0,2025-12-21T10:00:00+05:30
WS-003338,/explore,A2/1,lab,27,0,2025-12-21T11:00:00+05:30
WS-003339,/explore,Aryabhatt Bhawan III,parking,60,0,2025-12-21T12:00:00+05:30
WS-003340,/status,Aryabhatt Bhawan II,queue,32,0,2025-12-21T14:00:00+05:30
WS-003341,/status,H5 Boys Hostel,wifi,44,0,2025-12-21T19:00:00+05:30
WS-003342,/campus-map,CL22,projector,77,0,2025-12-21T18:00:00+05:30
WS-003343,/campus-map,H5 Boys Hostel,wifi,13,0,2025-12-21T15:00:00+05:30
WS-003344,/campus-map,CL22,projector,45,0,2025-12-21T21:00:00+05:30
WS-003345,/campus-map,ECE Labs,parking,26,0,2025-12-21T23:00:00+05:30
WS-003346,/help,Sports Complex,cleaning,19,0,2025-12-21T23:00:00+05:30
WS-003347,/explore,A2/2,lab,47,0,2025-12-21T22:00:00+05:30
WS-003348,/explore,CL1,lab,30,0,2025-12-22T03:00:00+05:30
WS-003349,/explore,Girls Hostel,projector,13,1,2025-12-22T02:00:00+05:30
WS-003350,/status,A2/2,projector,75,0,2025-12-22T01:00:00+05:30
WS-003351,/report,CL3,lab,26,1,2025-12-22T04:00:00+05:30
WS-003352,/report,Aryabhatt Bhawan III,water,100,0,2025-12-22T03:00:00+05:30
WS-003353,/report,Auditorium,wifi,45,1,2025-12-22T01:00:00+05:30
WS-003354,/help,Aryabhatt Bhawan III,cleaning,16,0,2025-12-22T02:00:00+05:30
WS-003355,/help,Water Points,lab,10,1,2025-12-22T09:00:00+05:30
WS-003356,/explore,Auditorium,lab,63,0,2025-12-22T04:00:00+05:30
WS-003357,/help,Aryabhatt Bhawan III,lab,12,0,2025-12-22T10:00:00+05:30
WS-003358,/help,LRC,queue,13,0,2025-12-22T10:00:00+05:30
WS-003359,/explore,Parking,cleaning,24,0,2025-12-22T07:00:00+05:30
WS-003360,/help,H5 Boys Hostel,projector,34,0,2025-12-22T15:00:00+05:30
WS-003361,/explore,LRC,projector,9,0,2025-12-22T13:00:00+05:30
WS-003362,/explore,Annapurna / Main Mess,wifi,88,0,2025-12-22T12:00:00+05:30
WS-003363,/report,Parking,lab,94,0,2025-12-22T12:00:00+05:30
WS-003364,/help,Sports Complex,wifi,13,0,2025-12-22T18:00:00+05:30
WS-003365,/help,Administration Block,projector,52,0,2025-12-22T19:00:00+05:30
WS-003366,/status,Administration Block,queue,46,0,2025-12-22T18:00:00+05:30
WS-003367,/campus-map,Aryabhatt Bhawan II,queue,36,0,2025-12-22T15:00:00+05:30
WS-003368,/campus-map,A2/2,queue,38,0,2025-12-22T21:00:00+05:30
WS-003369,/report,A2/1,projector,43,0,2025-12-22T18:00:00+05:30
WS-003370,/campus-map,CL3,cleaning,21,0,2025-12-22T23:00:00+05:30
WS-003371,/explore,Aryabhatt Bhawan II,parking,42,0,2025-12-23T02:00:00+05:30
WS-003372,/explore,CL15,cleaning,53,0,2025-12-23T00:00:00+05:30
WS-003373,/report,LRC,cleaning,39,0,2025-12-23T00:00:00+05:30
WS-003374,/status,CL1,cleaning,51,0,2025-12-22T23:00:00+05:30
WS-003375,/status,Sports Complex,queue,44,0,2025-12-23T00:00:00+05:30
WS-003376,/report,Sports Complex,wifi,76,0,2025-12-23T01:00:00+05:30
WS-003377,/help,Aryabhatt Bhawan III,lab,73,0,2025-12-23T05:00:00+05:30
WS-003378,/report,H4 Boys Hostel,water,32,1,2025-12-23T02:00:00+05:30
WS-003379,/status,Washrooms,cleaning,56,0,2025-12-23T08:00:00+05:30
WS-003380,/report,H4 Boys Hostel,wifi,2,0,2025-12-23T04:00:00+05:30
WS-003381,/help,Aryabhatt Bhawan II,wifi,17,0,2025-12-23T05:00:00+05:30
WS-003382,/explore,LRC,projector,37,0,2025-12-23T11:00:00+05:30
WS-003383,/help,A2/1,cleaning,42,0,2025-12-23T07:00:00+05:30
WS-003384,/campus-map,H5 Boys Hostel,parking,36,1,2025-12-23T08:00:00+05:30
WS-003385,/help,Cafeteria / Canteen,lab,8,0,2025-12-23T13:00:00+05:30
WS-003386,/report,Aryabhatt Bhawan III,lab,42,0,2025-12-23T15:00:00+05:30
WS-003387,/explore,Aryabhatt Bhawan III,queue,16,0,2025-12-23T13:00:00+05:30
WS-003388,/explore,Girls Hostel,lab,38,0,2025-12-23T13:00:00+05:30
WS-003389,/report,A2/1,water,51,0,2025-12-23T15:00:00+05:30
WS-003390,/help,Aryabhatt Bhawan III,lab,25,0,2025-12-23T21:00:00+05:30
WS-003391,/help,Main Gate,water,15,1,2025-12-23T15:00:00+05:30
WS-003392,/explore,Sports Complex,cleaning,19,1,2025-12-23T19:00:00+05:30
WS-003393,/report,Aryabhatt Bhawan III,cleaning,61,0,2025-12-23T23:00:00+05:30
WS-003394,/status,Water Points,wifi,9,0,2025-12-23T22:00:00+05:30
WS-003395,/explore,CL22,projector,15,0,2025-12-24T00:00:00+05:30
WS-003396,/explore,A2/2,lab,78,1,2025-12-24T00:00:00+05:30
WS-003397,/explore,A2/1,water,28,0,2025-12-24T01:00:00+05:30
WS-003398,/explore,Annapurna / Main Mess,parking,27,0,2025-12-23T22:00:00+05:30
WS-003399,/campus-map,LRC,water,11,0,2025-12-24T01:00:00+05:30
WS-003400,/status,Girls Hostel,cleaning,7,0,2025-12-24T04:00:00+05:30
WS-003401,/help,H5 Boys Hostel,wifi,60,0,2025-12-24T03:00:00+05:30
WS-003402,/explore,H5 Boys Hostel,lab,55,1,2025-12-24T06:00:00+05:30
WS-003403,/help,Girls Hostel,projector,15,1,2025-12-24T03:00:00+05:30
WS-003404,/explore,LRC,parking,62,0,2025-12-24T10:00:00+05:30
WS-003405,/help,Aryabhatt Bhawan III,parking,77,0,2025-12-24T05:00:00+05:30
WS-003406,/campus-map,Auditorium,queue,40,0,2025-12-24T10:00:00+05:30
WS-003407,/explore,CL22,queue,34,0,2025-12-24T07:00:00+05:30
WS-003408,/help,Aryabhatt Bhawan III,lab,30,0,2025-12-24T11:00:00+05:30
WS-003409,/campus-map,LRC,projector,22,0,2025-12-24T13:00:00+05:30
WS-003410,/campus-map,Aryabhatt Bhawan II,queue,76,0,2025-12-24T11:00:00+05:30
WS-003411,/campus-map,Aryabhatt Bhawan II,cleaning,40,0,2025-12-24T18:00:00+05:30
WS-003412,/status,CL1,queue,28,0,2025-12-24T14:00:00+05:30
WS-003413,/report,Cafeteria / Canteen,lab,42,0,2025-12-24T14:00:00+05:30
WS-003414,/report,ECE Labs,projector,10,0,2025-12-24T14:00:00+05:30
WS-003415,/report,Sports Complex,projector,45,0,2025-12-24T20:00:00+05:30
WS-003416,/campus-map,Washrooms,cleaning,35,0,2025-12-24T16:00:00+05:30
WS-003417,/report,A2/2,projector,63,0,2025-12-24T22:00:00+05:30
WS-003418,/report,H5 Boys Hostel,projector,4,1,2025-12-24T21:00:00+05:30
WS-003419,/status,A2/1,water,10,0,2025-12-24T21:00:00+05:30
WS-003420,/report,A2/1,lab,24,1,2025-12-25T02:00:00+05:30
WS-003421,/status,Aryabhatt Bhawan III,cleaning,3,1,2025-12-25T02:00:00+05:30
WS-003422,/explore,Parking,wifi,31,0,2025-12-25T02:00:00+05:30
WS-003423,/help,LRC,projector,34,0,2025-12-25T02:00:00+05:30
WS-003424,/campus-map,H5 Boys Hostel,queue,63,0,2025-12-25T06:00:00+05:30
WS-003425,/report,Aryabhatt Bhawan III,cleaning,20,0,2025-12-25T01:00:00+05:30
WS-003426,/help,Washrooms,queue,43,0,2025-12-25T04:00:00+05:30
WS-003427,/help,Water Points,lab,37,0,2025-12-25T08:00:00+05:30
WS-003428,/campus-map,Auditorium,parking,29,0,2025-12-25T08:00:00+05:30
WS-003429,/explore,Auditorium,parking,15,0,2025-12-25T08:00:00+05:30
WS-003430,/explore,CL22,projector,73,0,2025-12-25T10:00:00+05:30
WS-003431,/explore,Annapurna / Main Mess,water,19,0,2025-12-25T14:00:00+05:30
WS-003432,/explore,Parking,wifi,30,0,2025-12-25T11:00:00+05:30
WS-003433,/report,Parking,cleaning,7,0,2025-12-25T10:00:00+05:30
WS-003434,/help,Main Gate,water,27,0,2025-12-25T13:00:00+05:30
WS-003435,/status,CL15,parking,55,0,2025-12-25T14:00:00+05:30
WS-003436,/help,H5 Boys Hostel,cleaning,80,0,2025-12-25T12:00:00+05:30
WS-003437,/help,Cafeteria / Canteen,cleaning,42,0,2025-12-25T13:00:00+05:30
WS-003438,/help,CL1,water,62,0,2025-12-25T21:00:00+05:30
WS-003439,/help,Sports Complex,projector,45,0,2025-12-25T17:00:00+05:30
WS-003440,/help,Auditorium,parking,17,0,2025-12-25T19:00:00+05:30
WS-003441,/report,CL22,cleaning,12,1,2025-12-25T21:00:00+05:30
WS-003442,/explore,Aryabhatt Bhawan II,wifi,25,0,2025-12-25T23:00:00+05:30
WS-003443,/explore,ECE Labs,cleaning,32,0,2025-12-25T20:00:00+05:30
WS-003444,/explore,Auditorium,cleaning,27,0,2025-12-26T02:00:00+05:30
WS-003445,/status,Annapurna / Main Mess,cleaning,39,0,2025-12-26T02:00:00+05:30
WS-003446,/report,Parking,queue,48,1,2025-12-25T23:00:00+05:30
WS-003447,/explore,LRC,projector,35,0,2025-12-25T23:00:00+05:30
WS-003448,/campus-map,A2/2,parking,48,0,2025-12-26T01:00:00+05:30
WS-003449,/help,Auditorium,lab,93,0,2025-12-26T08:00:00+05:30
WS-003450,/help,CL1,lab,64,0,2025-12-26T05:00:00+05:30
WS-003451,/explore,CL1,water,6,1,2025-12-26T05:00:00+05:30
WS-003452,/campus-map,Cafeteria / Canteen,lab,26,0,2025-12-26T07:00:00+05:30
WS-003453,/report,Sports Complex,cleaning,31,0,2025-12-26T08:00:00+05:30
WS-003454,/status,Administration Block,lab,46,0,2025-12-26T13:00:00+05:30
WS-003455,/status,Annapurna / Main Mess,cleaning,37,0,2025-12-26T10:00:00+05:30
WS-003456,/status,A2/1,cleaning,26,0,2025-12-26T15:00:00+05:30
WS-003457,/help,LRC,wifi,79,0,2025-12-26T09:00:00+05:30
WS-003458,/explore,A2/1,lab,53,1,2025-12-26T11:00:00+05:30
WS-003459,/report,A2/1,water,12,1,2025-12-26T15:00:00+05:30
WS-003460,/help,A2/1,wifi,65,1,2025-12-26T16:00:00+05:30
WS-003461,/explore,Annapurna / Main Mess,cleaning,10,0,2025-12-26T17:00:00+05:30
WS-003462,/report,Aryabhatt Bhawan II,water,104,0,2025-12-26T19:00:00+05:30
WS-003463,/explore,Cafeteria / Canteen,lab,26,0,2025-12-26T22:00:00+05:30
WS-003464,/status,Cafeteria / Canteen,wifi,57,0,2025-12-26T17:00:00+05:30
WS-003465,/explore,LRC,parking,58,0,2025-12-26T22:00:00+05:30
WS-003466,/explore,Main Gate,parking,91,1,2025-12-27T00:00:00+05:30
WS-003467,/explore,Aryabhatt Bhawan II,wifi,48,0,2025-12-27T02:00:00+05:30
WS-003468,/help,Aryabhatt Bhawan II,water,53,0,2025-12-27T03:00:00+05:30
WS-003469,/help,H4 Boys Hostel,water,45,0,2025-12-26T21:00:00+05:30
WS-003470,/explore,A2/1,lab,18,0,2025-12-27T02:00:00+05:30
WS-003471,/explore,Aryabhatt Bhawan III,lab,59,0,2025-12-27T01:00:00+05:30
WS-003472,/campus-map,Auditorium,projector,50,1,2025-12-27T02:00:00+05:30
WS-003473,/help,A2/2,projector,32,0,2025-12-27T05:00:00+05:30
WS-003474,/help,LRC,projector,7,0,2025-12-27T02:00:00+05:30
WS-003475,/report,A2/2,projector,16,0,2025-12-27T08:00:00+05:30
WS-003476,/campus-map,CL15,cleaning,32,1,2025-12-27T11:00:00+05:30
WS-003477,/report,Administration Block,water,59,0,2025-12-27T06:00:00+05:30
WS-003478,/explore,Aryabhatt Bhawan III,cleaning,82,0,2025-12-27T11:00:00+05:30
WS-003479,/help,Aryabhatt Bhawan III,queue,46,0,2025-12-27T14:00:00+05:30
WS-003480,/report,CL15,projector,65,0,2025-12-27T12:00:00+05:30
WS-003481,/status,ECE Labs,projector,38,1,2025-12-27T12:00:00+05:30
WS-003482,/report,Main Gate,queue,37,0,2025-12-27T12:00:00+05:30
WS-003483,/explore,LRC,water,20,0,2025-12-27T15:00:00+05:30
WS-003484,/explore,ECE Labs,parking,80,1,2025-12-27T18:00:00+05:30
WS-003485,/report,CL1,lab,31,0,2025-12-27T15:00:00+05:30
WS-003486,/help,Water Points,cleaning,21,1,2025-12-27T15:00:00+05:30
WS-003487,/help,Main Gate,cleaning,79,1,2025-12-27T20:00:00+05:30
WS-003488,/help,Parking,lab,45,0,2025-12-27T17:00:00+05:30
WS-003489,/help,ECE Labs,water,54,1,2025-12-27T23:00:00+05:30
WS-003490,/status,Girls Hostel,cleaning,38,0,2025-12-27T19:00:00+05:30
WS-003491,/explore,Washrooms,projector,15,0,2025-12-27T20:00:00+05:30
WS-003492,/status,LRC,projector,37,0,2025-12-28T01:00:00+05:30
WS-003493,/help,Girls Hostel,lab,5,0,2025-12-28T04:00:00+05:30
WS-003494,/campus-map,H5 Boys Hostel,water,10,0,2025-12-28T05:00:00+05:30
WS-003495,/help,Main Gate,wifi,6,0,2025-12-28T04:00:00+05:30
WS-003496,/report,A2/1,parking,14,0,2025-12-28T02:00:00+05:30
WS-003497,/campus-map,Aryabhatt Bhawan III,queue,11,0,2025-12-28T01:00:00+05:30
WS-003498,/status,Auditorium,wifi,22,0,2025-12-28T04:00:00+05:30
WS-003499,/explore,CL3,lab,37,0,2025-12-28T03:00:00+05:30
WS-003500,/campus-map,Administration Block,queue,12,0,2025-12-28T06:00:00+05:30
WS-003501,/explore,A2/2,wifi,24,0,2025-12-28T07:00:00+05:30
WS-003502,/report,A2/1,wifi,77,0,2025-12-28T07:00:00+05:30
